Fecha,PlotID,obsUnitId,obs_unit_id_num,Yield_kgm2,Etiqueta_Rendimiento,SPAD_Punto,Etiqueta_SPAD,NDVI_Punto,Mean_Red_Reflectance_Dron,Mean_NIR_Reflectance_Dron,NDVI_Dron,Etiqueta_NDVI_Dron,Etiqueta_FINAL
2023-06-19,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,,Indeterminado_SPAD,0.49,1.5545776820596315e-07,4.384340208688551e-07,0.47647779926999917,Indeterminado,Plaga
2023-06-26,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,,Indeterminado_SPAD,0.46,1.3897220295277577e-07,4.826314181305202e-07,0.5528590946411066,Sana,Plaga
2023-06-30,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,,Indeterminado_SPAD,,5.6565228204004825e-08,5.191850470390855e-07,0.8035077684326868,Sana,Plaga
2023-07-07,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,,Indeterminado_SPAD,,4.91652705027837e-08,6.05313840202483e-07,0.8497575562043432,Sana,Plaga
2023-07-10,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,,Indeterminado_SPAD,0.825,5.3485830414264556e-08,5.93022648521695e-07,0.8345394309374164,Sana,Plaga
2023-07-18,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,38.6,Indeterminado,,5.090960511504748e-08,6.113166598952573e-07,0.8462470976917373,Sana,Plaga
2023-07-24,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,35.0,Indeterminado,0.725,6.18725080125848e-08,5.460754531666077e-07,0.7964545916312469,Sana,Plaga
2023-07-31,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,28.325,Plaga,0.665,8.92961153887373e-08,5.10898563775274e-07,0.7024428290063666,Sana,Plaga
2023-08-09,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,19.725,Plaga,,9.501102260767434e-08,4.149053524457308e-07,0.627346650329778,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,12.575,Plaga,,9.128179486365712e-08,2.933626074270657e-07,0.5253704755871408,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,0.0,Indeterminado_SPAD,,7.22290065958133e-08,1.4740239659351492e-07,0.34227068126910853,Indeterminado,Plaga
2023-08-29,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,0.0,Indeterminado_SPAD,,1.0882160417618459e-07,1.8501670466840112e-07,0.2593096209674857,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,,Indeterminado_SPAD,,1.2897138311587383e-07,2.146192592994145e-07,0.2492730173949863,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P11,TTADDA_NARO_2023_F1P11,11,2.64888888888889,Plaga,,Indeterminado_SPAD,,7.739991363268219e-08,1.2824964691014793e-07,0.2472640016503969,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,2.8011078446356347e-07,2.922525872259347e-07,0.021213451738763697,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,2.3970213550332034e-07,2.5856862256160375e-07,0.037863925893530215,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,3.0054194468272235e-07,3.1686383118273256e-07,0.026436238755834174,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,8.933023278662436e-08,1.1075575985792593e-07,0.1070815942091643,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,55.425,Sana,0.28,8.804877730813773e-08,2.006036003445471e-07,0.38993208353834763,Indeterminado,Indeterminado
2023-06-19,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,0.45,1.5365509192737545e-07,4.347406267960863e-07,0.47771512593350013,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,0.6,1.4136903243634726e-07,5.106292506328859e-07,0.5663515192989064,Sana,Indeterminado
2023-06-30,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,5.069476387065658e-08,4.913221798053087e-07,0.8129402984089609,Sana,Indeterminado
2023-07-07,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,5.504680168190395e-08,5.806072076432165e-07,0.8268026288692881,Sana,Indeterminado
2023-07-10,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,0.785,7.0023381936897e-08,5.933434155041615e-07,0.7888848757368846,Sana,Indeterminado
2023-07-18,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,34.5,Indeterminado,,5.8670554868667115e-08,5.930268453915753e-07,0.8199454076531895,Sana,Indeterminado
2023-07-24,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,27.825,Plaga,0.815,6.206796201446447e-08,5.550944205112235e-07,0.7988601905370307,Sana,Plaga
2023-07-31,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,23.6,Plaga,0.76,8.718950646312188e-08,5.501148724222116e-07,0.726380331434034,Sana,Plaga
2023-08-09,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,17.375,Plaga,,9.039845929040782e-08,4.6086493020513545e-07,0.6720316965974079,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,17.7,Plaga,,1.1028039206587585e-07,4.1100516320159977e-07,0.5768906659641081,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,15.925,Plaga,,1.0552242712513771e-07,2.581392311622108e-07,0.4196670189423225,Indeterminado,Plaga
2023-08-29,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,10.1,Plaga,,1.0212817694183682e-07,1.6981787604021622e-07,0.24890855504656487,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,1.298131976571944e-07,1.9574673348252799e-07,0.20252349726980542,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P12,TTADDA_NARO_2023_F1P12,12,3.37333333333333,Indeterminado,,Indeterminado_SPAD,,7.46330738056854e-08,1.1962145077443105e-07,0.23159500179462278,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,2.839536366272548e-07,2.9593347051318763e-07,0.020658907119022137,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,2.359585417669473e-07,2.5371808409188927e-07,0.03626789882770851,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,3.0630580689275624e-07,3.218038961191726e-07,0.02467417578824128,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,9.186428491550872e-08,1.0885051707744541e-07,0.08462869700328812,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,53.45,Sana,0.235,9.013872546729775e-08,1.8979793752573487e-07,0.35600628725404776,Indeterminado,Indeterminado
2023-06-19,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,0.505,1.5069444114313258e-07,4.389711478203212e-07,0.48888168492914275,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,0.46,1.4173053996315988e-07,4.932176479795885e-07,0.5535681724760214,Sana,Indeterminado
2023-06-30,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,5.377071200677824e-08,4.882433854005799e-07,0.8015892491948742,Sana,Indeterminado
2023-07-07,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,7.077294394846379e-08,5.961240736128868e-07,0.787754504564258,Sana,Indeterminado
2023-07-10,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,0.715,8.868438554052327e-08,6.209279296636661e-07,0.7500483471316178,Sana,Indeterminado
2023-07-18,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,41.45,Indeterminado,,5.683818107594415e-08,6.19286821236481e-07,0.8318707905149164,Sana,Indeterminado
2023-07-24,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,37.4,Indeterminado,0.82,5.794949998140065e-08,5.923388363578799e-07,0.8217729067458895,Sana,Indeterminado
2023-07-31,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,35.1,Indeterminado,0.83,6.789995985851035e-08,5.714672758258417e-07,0.7876026293845569,Sana,Indeterminado
2023-08-09,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,30.925,Indeterminado,,6.576029793671956e-08,4.915054342921905e-07,0.763989442976526,Sana,Indeterminado
2023-08-14,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,27.275,Plaga,,7.159033317855254e-08,4.2690154252498904e-07,0.7127723171916724,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,25.825,Plaga,,7.45417588666039e-08,2.3795320460595042e-07,0.5229250542903504,Sana,Plaga
2023-08-29,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,5.7,Plaga,,9.856994837667138e-08,1.6217247867490894e-07,0.24392858123413738,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,1.330980796952507e-07,1.9582756721539078e-07,0.1907102353048854,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P13,TTADDA_NARO_2023_F1P13,13,3.4855555555555604,Indeterminado,,Indeterminado_SPAD,,7.540229221765896e-08,1.2692888762716654e-07,0.2546646317637501,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,2.965361372304657e-07,3.08149804476206e-07,0.019206114190387435,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,2.423295451097848e-07,2.592486425161697e-07,0.033731724831308034,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,3.1020945499127885e-07,3.243442071109749e-07,0.02227510920489862,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,9.775546940044269e-08,1.1600306000381863e-07,0.08536543853586304,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,49.925,Sana,0.26,8.986747852419771e-08,1.973356406512302e-07,0.3741887011379892,Indeterminado,Indeterminado
2023-06-19,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,0.4,1.520906591108602e-07,4.526846860168023e-07,0.4970341951398325,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,0.455,1.417512305586921e-07,4.997139923451577e-07,0.5580392342487461,Sana,Indeterminado
2023-06-30,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,5.6101988150879416e-08,4.989091801928123e-07,0.7978347415303247,Sana,Indeterminado
2023-07-07,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,6.796775087216383e-08,5.927982865569321e-07,0.7942758948791852,Sana,Indeterminado
2023-07-10,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,0.72,8.047921067584694e-08,6.009457756251668e-07,0.7637914303298062,Sana,Indeterminado
2023-07-18,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,42.1,Indeterminado,,5.6452449668407565e-08,6.305422005959209e-07,0.8356538885806843,Sana,Indeterminado
2023-07-24,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,37.85,Indeterminado,0.805,5.689645534244518e-08,6.010935627816706e-07,0.8270598222609729,Sana,Indeterminado
2023-07-31,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,35.15,Indeterminado,0.83,6.917830006323842e-08,5.950684043834733e-07,0.7917090153398326,Sana,Indeterminado
2023-08-09,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,27.35,Plaga,,6.65561640634162e-08,5.015468686884316e-07,0.7656898124939653,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,29.35,Plaga,,7.365966813353313e-08,4.2419783757900365e-07,0.7040933709411052,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,24.175,Plaga,,7.445322550317831e-08,2.158786368753541e-07,0.4871163991907524,Indeterminado,Plaga
2023-08-29,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,0.0,Indeterminado_SPAD,,1.0605860655672286e-07,1.692145683672773e-07,0.22943013545722749,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,1.3530290345303713e-07,2.067593788867797e-07,0.20889901963162125,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P14,TTADDA_NARO_2023_F1P14,14,3.79111111111111,Indeterminado,,Indeterminado_SPAD,,7.412017173698717e-08,1.312880064804695e-07,0.2783133331865747,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,,2.9748380728778615e-07,3.084220330894161e-07,0.01805268256668469,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,,2.541143216808393e-07,2.6956627722293123e-07,0.02950645025696534,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,,3.193609741687334e-07,3.336814464307779e-07,0.02192885455878635,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,,9.885348159372135e-08,1.158564313997613e-07,0.0791903343864522,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,54.575,Sana,0.245,9.932346083546758e-08,1.56504546161737e-07,0.2235137817686014,Plaga,Plaga
